"nodeID","nodeLabel","latitude","longitude"
"44009","Washington","41° 28' 10.74"" N","71° 37' 21.46"" S"
"44007","Providence","41° 52' 19.59"" N","71° 34' 47.99"" S"
"44001","Bristol","41° 43' 2.07"" N","71° 17' 2.43"" S"
"44003","Kent","41° 40' 19.98"" N","71° 35' 35.24"" S"
"44005","Newport","41° 33' 22.91"" N","71° 14' 12.59"" S"
