"nodeID","nodeLabel","latitude","longitude"
"10005","Sussex","38° 39' 37.70"" N","75° 23' 23.96"" S"
"10003","New Castle","39° 34' 35.41"" N","75° 39' 10.01"" S"
"10001","Kent","39° 5' 9.47"" N","75° 34' 6.33"" S"
