"nodeID","nodeLabel","latitude","longitude"
"15007","Kauai","22° 2' 22.98"" N","159° 35' 47.46"" S"
"15001","Hawaii","19° 35' 54.24"" N","155° 31' 6.43"" S"
"15009","Maui","20° 51' 35.20"" N","156° 33' 51.49"" S"
"15003","Honolulu","21° 30' 16.73"" N","158° 5' 34.66"" S"
"15005","Kalawao","21° 10' 15.17"" N","156° 56' 51.10"" S"
